id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
378,Old Dragon,Stand-up Comedy,Sport,None,2005,42,TV-PG,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2025-02-28,FALSE
379,War Journey,TV Series,Horror,None,2007,41,TV-G,Japanese,South Korea,6.3,11115414,64610932.91,13,164,FALSE,2021-03-23,FALSE
380,Legend Ice,Stand-up Comedy,Animation,None,2015,66,PG-13,Hindi,USA,8.2,11115414,64610932.91,0,0,TRUE,2023-06-17,FALSE
381,My Journey,Movie,Biography,Sport,2023,116,TV-G,English,Germany,6.2,8059992,1032562,0,0,FALSE,2021-11-26,FALSE
382,Dragon Princess,Documentary,War,War,2012,66,TV-G,English,Canada,5.5,11115414,64610932.91,0,0,FALSE,2021-10-10,TRUE
383,Love War,TV Series,Crime,None,2022,42,G,English,USA,5.7,11115414,64610932.91,6,89,FALSE,2023-09-28,FALSE
383,Last Princess,TV Series,Crime,None,2022,42,G,English,USA,5.7,11115414,64610932.91,6,89,FALSE,2023-09-28,FALSE
384,First Mystery,Stand-up Comedy,Music,Thriller,2013,42,G,English,USA,8.8,11115414,64610932.91,0,0,TRUE,2022-02-27,FALSE
385,City Mystery,Documentary,Family,Animation,2020,72,TV-Y7,English,USA,7.1,11115414,64610932.91,0,0,FALSE,2025-02-27,FALSE
386,City Quest,Stand-up Comedy,War,Adventure,2015,42,PG,English,USA,8.6,11115414,64610932.91,0,0,FALSE,2020-10-11,FALSE
387,Old House,Movie,Animation,None,2024,90,TV-14,English,India,6.3,11115414,64610932.91,0,0,FALSE,2025-06-09,TRUE
388,Storm Princess,Documentary,Animation,Thriller,1994,35,TV-G,Spanish,USA,2.0,11115414,64610932.91,0,0,FALSE,2024-07-29,FALSE
389,Phoenix Journey,Movie,History,Western,2023,122,TV-14,German,Canada,8.7,17655990,7400330,0,0,FALSE,2023-03-20,TRUE
390,Phoenix Adventure,Movie,Fantasy,Sci-Fi,2004,94,TV-Y7,Spanish,USA,2.7,1231347,2483539,0,0,FALSE,2024-07-05,FALSE
391,House City,Stand-up Comedy,Crime,Biography,2006,87,TV-PG,French,USA,1.2,11115414,64610932.91,0,0,TRUE,2021-04-22,FALSE
392,Legend Secret,TV Series,Adventure,None,2010,49,PG-13,French,USA,8.9,11115414,64610932.91,8,101,FALSE,2024-09-26,TRUE
393,Day Quest,Stand-up Comedy,Sci-Fi,None,1999,57,TV-MA,English,South Korea,7.7,11115414,64610932.91,0,0,FALSE,2020-12-07,FALSE
394,Mystery Legend,TV Series,Adventure,None,2014,26,R,Spanish,South Korea,6.1,11115414,64610932.91,6,97,TRUE,2023-12-17,FALSE
395,Warrior War,Stand-up Comedy,Family,Drama,2022,36,NC-17,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2024-04-04,FALSE
396,Mystery Mystery,Movie,War,None,2003,120,PG-13,English,USA,7.2,282251,4665806,0,0,FALSE,2023-08-15,FALSE
397,Legend Legend,Stand-up Comedy,Sci-Fi,None,2016,72,G,Spanish,USA,6.0,11115414,64610932.91,0,0,FALSE,2022-01-18,TRUE
398,House War,Movie,Animation,None,1997,101,R,English,South Korea,5.5,20876719,64610932.91,0,0,FALSE,2023-09-28,FALSE
399,First Dream,Documentary,Horror,None,1996,87,TV-Y7,French,USA,6.8,11115414,64610932.91,0,0,FALSE,2021-12-16,FALSE
400,House Day,Movie,Action,None,2002,73,TV-MA,Korean,UK,6.3,179175,28601135,0,0,FALSE,2024-05-29,FALSE
401,Old Mission,Movie,Family,Action,2022,159,TV-Y,English,USA,5.5,1612758,64610932.91,0,0,FALSE,2022-06-29,FALSE
402,Day City,Stand-up Comedy,Romance,None,2005,41,NC-17,German,Canada,7.1,11115414,64610932.91,0,0,FALSE,2023-04-05,FALSE
403,Family Legend,Movie,History,None,1992,106,R,Japanese,USA,2.0,11115414,309036948,0,0,TRUE,2022-01-07,FALSE
404,City Mystery,TV Series,War,None,1990,53,TV-14,Korean,India,7.2,11115414,64610932.91,2,53,TRUE,2020-09-21,FALSE
405,Ice Queen,Documentary,Biography,Crime,2006,44,R,English,South Korea,6.9,11115414,64610932.91,0,0,FALSE,2021-08-27,FALSE
406,Ice Love,Movie,Adventure,None,2015,95,G,English,UK,7.2,3408376,64610932.91,0,0,TRUE,2023-07-14,FALSE
407,Night House,Stand-up Comedy,Action,None,1954,48,TV-PG,English,USA,6.4,11115414,64610932.91,0,0,TRUE,2021-09-14,TRUE
408,Day Fire,Stand-up Comedy,Music,None,2008,43,R,English,Canada,7.8,11115414,64610932.91,0,0,FALSE,2023-10-20,TRUE
409,Our Story,Documentary,Fantasy,Drama,2020,99,TV-14,English,USA,7.8,11115414,64610932.91,0,0,FALSE,2023-04-18,TRUE
410,City Queen,Movie,Drama,None,2022,586,TV-14,English,USA,5.4,28133203,146383638,0,0,FALSE,2024-04-24,FALSE
411,Journey Empire,Movie,Music,Romance,2013,126,TV-Y,Japanese,USA,6.3,11115414,5867475,0,0,FALSE,2025-03-15,TRUE
412,Journey Adventure,Limited Series,Comedy,None,1996,68,TV-G,Spanish,USA,3.8,11115414,64610932.91,9,132,FALSE,2025-01-13,FALSE
413,Fire Phoenix,Movie,Family,Family,2006,80,TV-Y,Hindi,UK,3.5,11692054,4330263,0,0,FALSE,2022-10-29,FALSE
414,New City,TV Series,Documentary,Drama,1999,42,G,English,Germany,7.4,11115414,64610932.91,13,141,TRUE,2025-07-19,FALSE
415,Quest Secret,Documentary,Horror,Biography,1993,71,PG-13,English,UK,5.0,11115414,64610932.91,0,0,TRUE,2025-03-24,FALSE
416,War Adventure,Stand-up Comedy,Mystery,None,1992,45,R,Spanish,USA,9.1,11115414,64610932.91,0,0,FALSE,2021-06-11,FALSE
417,Love Queen,Documentary,Western,None,2011,91,PG-13,English,USA,5.4,11115414,64610932.91,0,0,FALSE,2023-06-07,FALSE
418,Day Dragon,Movie,Western,None,2020,146,TV-14,English,UK,5.8,2059746,64610932.91,0,0,FALSE,2020-10-15,FALSE
419,Kingdom Princess,TV Series,Fantasy,None,1993,65,TV-14,Spanish,India,5.2,11115414,64610932.91,8,98,FALSE,2025-01-03,FALSE
420,Dark Quest,Stand-up Comedy,Western,None,1990,53,PG,Spanish,South Korea,6.8,11115414,64610932.91,0,0,FALSE,2023-09-04,FALSE
421,Love Legend,Documentary,War,None,1997,66,PG,English,USA,5.2,11115414,64610932.91,0,0,FALSE,2025-05-30,FALSE
422,Queen Day,TV Series,Family,None,2021,46,PG-13,Hindi,Germany,5.8,11115414,64610932.91,5,129,FALSE,2022-12-20,FALSE
423,Journey King,Movie,Biography,None,2005,143,TV-PG,English,USA,3.4,1053266,178690590,0,0,FALSE,2022-11-05,FALSE
424,Fire Mystery,Documentary,Mystery,None,2004,56,TV-Y7,English,USA,0.9,11115414,64610932.91,0,0,FALSE,2021-04-06,FALSE
425,Princess City,TV Series,Adventure,None,1994,53,NC-17,English,USA,6.3,11115414,64610932.91,8,134,FALSE,2023-01-09,FALSE
426,City Warrior,Movie,Action,None,2004,131,PG,French,USA,5.2,5821087,15559765,0,0,FALSE,2024-03-17,FALSE
427,Big Quest,Movie,Western,None,2023,59,PG-13,English,South Korea,7.2,20316482,209532686,0,0,FALSE,2024-02-15,FALSE
428,Family Mission,Movie,Thriller,Adventure,2020,105,TV-Y7,English,Japan,6.9,33231719,65276378,0,0,TRUE,2022-12-25,TRUE
429,Legend Storm,TV Series,History,None,1994,53,NC-17,English,USA,5.7,11115414,64610932.91,9,99,FALSE,2020-10-22,FALSE
430,First Kingdom,Movie,Sci-Fi,Romance,1990,126,TV-Y,English,USA,5.2,300376,31428491,0,0,FALSE,2021-03-02,TRUE
431,Dragon Quest,Movie,History,None,2003,97,R,English,USA,6.9,816637,21732153,0,0,FALSE,2021-05-30,FALSE
432,Kingdom Mission,Limited Series,Animation,None,2019,60,R,French,USA,6.7,11115414,64610932.91,0,29,TRUE,2021-04-26,FALSE
433,Phoenix Family,Movie,Crime,None,1999,113,TV-MA,English,France,6.5,11115414,2627409,0,0,FALSE,2024-07-19,TRUE
434,Storm Ice,Movie,Fantasy,None,2011,90,TV-Y,English,France,6.5,1346945,64610932.91,0,0,FALSE,2024-10-25,FALSE
435,Queen King,Documentary,Family,Thriller,2009,101,TV-PG,English,Canada,6.2,11115414,64610932.91,0,0,FALSE,2023-11-25,TRUE
436,Empire Battle,Documentary,History,None,2012,98,NC-17,English,Germany,6.4,11115414,64610932.91,0,0,FALSE,2025-01-29,FALSE
437,Secret Mission,Movie,Animation,Drama,2016,93,TV-PG,English,USA,8.0,237105,64610932.91,0,0,TRUE,2023-02-19,FALSE
438,Mission Secret,TV Series,Mystery,Animation,2007,40,NC-17,Korean,USA,0.7,11115414,64610932.91,12,138,FALSE,2025-01-16,FALSE
439,Big King,Movie,Documentary,None,2023,99,TV-Y,English,USA,1.4,1745829,1894665,0,0,FALSE,2023-08-08,FALSE
440,Princess Quest,Movie,Biography,Animation,2023,132,TV-G,Hindi,USA,7.4,8101114,18148075,0,0,TRUE,2021-08-30,FALSE
441,Storm Night,TV Series,Comedy,Thriller,1993,56,TV-G,Hindi,USA,4.0,11115414,64610932.91,8,199,FALSE,2021-07-14,FALSE
442,Love Journey,Stand-up Comedy,War,None,1990,59,G,English,USA,6.6,11115414,64610932.91,0,0,TRUE,2022-08-05,FALSE
443,City Empire,Movie,Documentary,Thriller,2011,88,R,English,South Korea,6.5,1448215,7347430,0,0,FALSE,2020-09-10,FALSE
444,Mystery Mystery,TV Series,Romance,None,2010,58,TV-Y,English,USA,7.8,11115414,64610932.91,3,129,FALSE,2023-03-23,TRUE
445,Love Empire,Movie,Thriller,Fantasy,1999,76,TV-Y7,English,UK,4.6,460104,11699392,0,0,FALSE,2022-08-05,FALSE
446,Storm Secret,TV Series,Adventure,None,1994,50,PG,English,Canada,8.5,11115414,64610932.91,12,123,TRUE,2024-09-21,TRUE
447,Secret Legend,Stand-up Comedy,History,None,2005,31,G,Italian,Germany,4.7,11115414,64610932.91,0,0,FALSE,2023-04-30,TRUE
448,Last Secret,Movie,Comedy,None,1993,101,TV-MA,English,USA,6.3,3865797,5081496,0,0,TRUE,2020-12-15,FALSE
449,Story Warrior,TV Series,Horror,Western,2003,16,TV-Y7,English,France,7.5,11115414,64610932.91,3,126,TRUE,2024-12-04,FALSE
450,Old Family,Stand-up Comedy,Action,None,2005,57,NC-17,English,USA,10.0,11115414,64610932.91,0,0,FALSE,2025-05-13,TRUE
451,Battle Storm,Movie,Family,Sport,2005,109,TV-MA,Japanese,Japan,6.8,2290910,64610932.91,0,0,TRUE,2024-11-16,FALSE
452,Last Quest,Limited Series,Romance,None,2024,56,TV-Y7,French,USA,6.3,11115414,64610932.91,11,58,TRUE,2023-12-23,FALSE
452,Queen Night,Limited Series,Romance,None,2024,56,TV-Y7,French,USA,6.3,11115414,64610932.91,11,58,TRUE,2023-12-23,FALSE
453,War Hero,Movie,Adventure,None,2007,92,TV-MA,English,Germany,9.2,3945580,366268007,0,0,FALSE,2021-03-16,FALSE
454,Queen House,Movie,Mystery,None,1998,113,NC-17,Hindi,UK,6.6,357135,1413140,0,0,FALSE,2022-07-31,FALSE
455,Phoenix City,Movie,Fantasy,None,2008,117,PG-13,English,France,6.3,11115414,49402926,0,0,FALSE,2025-02-22,FALSE
456,The Story,Movie,War,None,1979,104,PG-13,Hindi,USA,6.3,11115414,96016345,0,0,FALSE,2025-07-18,FALSE
457,An Fire,TV Series,Drama,Family,1995,45,G,Hindi,USA,1.7,11115414,64610932.91,7,97,FALSE,2023-03-02,FALSE
458,Journey Princess,TV Series,Action,None,2018,57,R,English,USA,6.3,11115414,64610932.91,6,173,TRUE,2023-03-08,FALSE
459,First Mission,Movie,War,None,1997,98,TV-MA,English,USA,8.1,11115414,2089087,0,0,TRUE,2024-08-04,TRUE
460,Kingdom Princess,TV Series,Documentary,History,2013,24,TV-14,Italian,Japan,6.3,11115414,64610932.91,9,66,FALSE,2022-02-23,FALSE
461,The War,Stand-up Comedy,Fantasy,None,2003,61,TV-PG,Spanish,Canada,5.6,11115414,64610932.91,0,0,TRUE,2024-05-07,FALSE
462,Mission Dream,TV Series,Drama,None,2007,53,TV-PG,Spanish,USA,9.0,11115414,64610932.91,13,17,TRUE,2023-05-23,FALSE
463,Dark Fire,TV Series,Comedy,None,2007,28,TV-14,English,USA,8.3,11115414,64610932.91,13,166,FALSE,2022-11-14,FALSE
464,Hero Empire,Limited Series,Sport,None,1993,38,TV-Y,English,USA,4.9,11115414,64610932.91,6,176,FALSE,2021-05-04,TRUE
465,Phoenix Hero,Documentary,Romance,None,2006,91,R,Korean,USA,7.4,11115414,64610932.91,0,0,FALSE,2023-08-04,FALSE
466,First Ice,Movie,Horror,None,2011,132,G,English,USA,5.5,6517048,64610932.91,0,0,FALSE,2021-06-26,FALSE
467,Love Dream,Documentary,Sci-Fi,Fantasy,1996,68,NC-17,English,USA,7.1,11115414,64610932.91,0,0,FALSE,2023-11-05,FALSE
468,Love Storm,TV Series,Action,Western,1992,27,TV-Y7,Spanish,USA,7.0,11115414,64610932.91,7,117,FALSE,2023-06-17,FALSE
468,Last Hero,TV Series,Action,Western,1992,27,TV-Y7,Spanish,USA,7.0,11115414,64610932.91,7,117,FALSE,2023-06-17,FALSE
469,Bright Journey,Documentary,Crime,None,2002,92,TV-Y,English,South Korea,6.3,11115414,64610932.91,0,0,TRUE,2020-12-27,FALSE
470,War Empire,Documentary,Biography,None,1994,112,TV-Y,Italian,USA,5.7,11115414,64610932.91,0,0,FALSE,2025-06-30,FALSE
471,Mission Kingdom,TV Series,Documentary,None,2017,45,G,Italian,India,8.0,11115414,64610932.91,8,177,FALSE,2023-11-19,FALSE
472,First Ice,Movie,Action,None,1995,113,TV-MA,English,USA,5.9,59076396,1149791,0,0,FALSE,2021-09-05,FALSE
473,War Adventure,Movie,Animation,Drama,1998,95,NC-17,German,USA,5.5,1622983,64610932.91,0,0,TRUE,2021-11-01,FALSE
474,Last Mission,TV Series,Drama,None,2007,37,TV-Y7,English,Canada,7.0,11115414,64610932.91,14,21,TRUE,2020-08-19,FALSE
475,Family Secret,Movie,Drama,None,2014,112,PG,French,Germany,5.2,1942432,50827785,0,0,FALSE,2022-10-20,FALSE
476,Dream Adventure,Limited Series,Action,Animation,2016,35,TV-G,Spanish,South Korea,6.3,11115414,64610932.91,14,176,FALSE,2024-09-11,FALSE
477,Hero Empire,TV Series,Mystery,Family,2003,524,NC-17,Spanish,USA,5.0,11115414,64610932.91,4,199,TRUE,2024-05-09,FALSE
478,War Empire,Movie,Comedy,Drama,2004,138,NC-17,English,Canada,3.2,11115414,3733955,0,0,TRUE,2022-09-01,FALSE
479,Family Journey,TV Series,Biography,Family,2013,56,PG-13,Spanish,South Korea,6.8,11115414,64610932.91,8,94,FALSE,2020-09-13,FALSE
480,Night Dragon,Movie,History,Comedy,2013,118,TV-G,English,USA,5.1,25930822,32785848,0,0,FALSE,2025-07-21,FALSE
481,My Quest,Movie,War,None,2021,122,TV-Y7,English,UK,6.3,11115414,9899916,0,0,FALSE,2024-09-05,TRUE
482,Little House,TV Series,History,None,1997,32,TV-PG,English,USA,6.3,11115414,64610932.91,3,120,TRUE,2022-10-15,FALSE
483,Quest Ice,Movie,Family,Thriller,2018,170,R,English,USA,4.0,1509950,9208234,0,0,FALSE,2023-01-26,FALSE
484,Mystery Day,Movie,Animation,Adventure,1994,90,TV-MA,Japanese,South Korea,4.8,360993,2993307,0,0,FALSE,2020-08-24,FALSE
485,Ice Secret,Movie,Drama,None,1998,133,NC-17,French,USA,7.8,3337484,33861358,0,0,FALSE,2023-11-06,FALSE
486,Story Fire,Movie,Sci-Fi,None,1999,126,TV-14,English,South Korea,6.4,857249,816259,0,0,TRUE,2023-01-04,FALSE
487,Our King,Documentary,History,Biography,1999,75,TV-Y7,Korean,USA,6.6,11115414,64610932.91,0,0,FALSE,2021-05-26,FALSE
488,Queen Queen,Movie,Thriller,None,2013,111,NC-17,Hindi,Canada,6.3,252254,161575,0,0,FALSE,2023-07-16,FALSE
489,Dream Journey,Movie,Sport,Thriller,2023,97,NC-17,English,USA,6.3,29439846,2124537,0,0,FALSE,2021-07-11,FALSE
490,Legend Adventure,Documentary,Sci-Fi,Romance,1996,118,TV-Y,Hindi,Canada,6.3,11115414,64610932.91,0,0,FALSE,2022-11-12,FALSE
491,An Empire,Documentary,Romance,None,1999,80,PG,English,Japan,8.1,11115414,64610932.91,0,0,FALSE,2025-06-18,TRUE
492,First Dragon,TV Series,Documentary,Thriller,2009,54,NC-17,English,Canada,5.8,11115414,64610932.91,13,9,FALSE,2021-09-14,FALSE
493,Ice Secret,Stand-up Comedy,War,None,2023,34,TV-PG,English,UK,6.1,11115414,64610932.91,0,0,TRUE,2024-04-16,FALSE
494,The Adventure,TV Series,Music,None,2005,44,R,English,Germany,5.6,11115414,64610932.91,2,10,FALSE,2023-07-17,FALSE
495,The Story,TV Series,War,Biography,1997,44,PG,English,USA,7.7,11115414,64610932.91,7,64,TRUE,2024-01-14,FALSE
496,First House,Stand-up Comedy,Action,None,2002,65,NC-17,German,Japan,1.2,11115414,64610932.91,0,0,FALSE,2023-01-07,TRUE
497,Adventure Quest,TV Series,Family,None,1990,31,TV-G,English,USA,4.7,11115414,64610932.91,1,31,FALSE,2025-07-13,TRUE
498,Love Kingdom,TV Series,Western,None,2024,71,TV-G,English,USA,6.3,11115414,64610932.91,14,37,TRUE,2021-03-04,FALSE
499,Story Warrior,TV Series,Western,None,1998,43,TV-Y7,English,USA,7.9,11115414,64610932.91,10,163,FALSE,2023-10-01,FALSE
500,Kingdom Dream,TV Series,Music,None,1990,33,TV-PG,English,USA,3.9,11115414,64610932.91,13,199,TRUE,2025-06-10,FALSE
501,Legend Journey,Movie,Comedy,War,1995,100,TV-Y,English,USA,9.0,16854758,2474372,0,0,TRUE,2022-09-13,TRUE
502,King Legend,Stand-up Comedy,Sci-Fi,Crime,1993,51,TV-Y7,Spanish,USA,6.0,11115414,64610932.91,0,0,FALSE,2024-02-16,FALSE
503,Princess Kingdom,TV Series,Horror,None,1999,31,R,Japanese,USA,7.0,11115414,64610932.91,7,80,FALSE,2020-08-03,FALSE
504,City Legend,TV Series,Animation,Adventure,2001,36,R,English,USA,8.4,11115414,64610932.91,11,8,FALSE,2023-10-08,FALSE
505,My Dragon,Movie,Western,None,1994,117,TV-14,Korean,USA,8.5,994027,12250323,0,0,FALSE,2023-07-08,FALSE
506,Last Night,TV Series,Drama,None,1997,73,TV-PG,French,USA,7.4,11115414,64610932.91,3,73,FALSE,2024-03-12,FALSE
507,Adventure Love,Movie,Thriller,None,1991,118,PG-13,Spanish,USA,4.9,5168542,23957389,0,0,FALSE,2025-06-14,TRUE
508,Old Ice,Movie,Adventure,Crime,1956,123,PG,English,Canada,8.1,1074818,32843910,0,0,FALSE,2023-10-13,FALSE
509,New Queen,Movie,Western,Fantasy,1996,112,PG,English,USA,6.1,4019610,64610932.91,0,0,FALSE,2025-05-23,FALSE
510,Dragon Ice,Movie,History,None,2015,100,PG,Japanese,USA,0.7,11115414,64610932.91,0,0,TRUE,2020-12-23,TRUE
511,Phoenix Day,Movie,Music,None,2018,92,G,Spanish,South Korea,5.2,1893934,1115568,0,0,FALSE,2022-06-04,FALSE
512,Legend Secret,Stand-up Comedy,Romance,None,2017,93,NC-17,English,USA,0.7,11115414,64610932.91,0,0,TRUE,2021-12-02,FALSE
513,Bright Queen,Movie,Drama,None,2008,117,TV-G,English,South Korea,8.1,1958252,3878800,0,0,TRUE,2023-03-03,FALSE
514,Bright Princess,Movie,Animation,Horror,2003,89,TV-Y,French,USA,5.4,11115414,221786,0,0,TRUE,2021-09-08,FALSE
515,Battle Mission,TV Series,Sci-Fi,None,2006,30,TV-G,English,Canada,6.3,11115414,64610932.91,11,58,FALSE,2021-03-22,FALSE
516,Empire Love,Documentary,Action,Comedy,2020,78,TV-14,English,Canada,4.9,11115414,64610932.91,0,0,TRUE,2024-08-17,FALSE
517,Fire Hero,TV Series,War,None,1998,48,TV-MA,English,Japan,6.0,11115414,64610932.91,9,85,FALSE,2021-07-21,FALSE
517,Secret Phoenix,TV Series,War,None,1998,48,TV-MA,English,Japan,6.0,11115414,64610932.91,9,85,FALSE,2021-07-21,FALSE
518,Queen Warrior,Movie,Horror,None,2002,89,G,Spanish,USA,8.3,11115414,2839053,0,0,FALSE,2025-01-09,FALSE
519,Quest House,Documentary,Fantasy,Drama,2020,98,TV-PG,English,USA,5.9,11115414,64610932.91,0,0,FALSE,2025-06-11,FALSE
520,Day Queen,TV Series,Biography,None,1992,28,PG-13,English,Germany,6.5,11115414,64610932.91,5,9,FALSE,2023-05-25,FALSE
521,House Secret,Movie,Crime,Mystery,2017,114,TV-14,French,USA,5.6,2053432,254166195,0,0,FALSE,2024-07-31,FALSE
522,Love City,Documentary,Romance,None,2018,62,TV-G,Hindi,Germany,8.1,11115414,64610932.91,0,0,TRUE,2022-08-31,FALSE
523,Legend War,Movie,Fantasy,None,1981,159,G,Italian,South Korea,6.9,5347853,30379004,0,0,FALSE,2023-12-08,FALSE
524,Night Love,Movie,Crime,None,2019,105,TV-PG,English,Germany,4.3,8179501,64610932.91,0,0,FALSE,2023-02-07,FALSE
525,Bright Storm,Movie,Animation,Horror,2006,69,TV-PG,English,USA,5.1,28195264,64610932.91,0,0,FALSE,2022-05-10,FALSE
526,Family Story,Stand-up Comedy,Drama,Drama,2000,61,TV-14,English,Canada,6.3,11115414,64610932.91,0,0,FALSE,2023-02-20,FALSE
527,Family Ice,Movie,Crime,None,1993,95,TV-Y7,English,South Korea,6.3,9430381,345877,0,0,FALSE,2025-01-22,FALSE
528,Story Love,Movie,Biography,None,1995,91,TV-G,French,USA,1.3,5268267,98546720,0,0,TRUE,2020-08-20,TRUE
529,Our Queen,Movie,Music,None,1996,62,PG,Korean,USA,7.5,11115414,4201576,0,0,FALSE,2024-04-17,FALSE
530,Bright Secret,Documentary,Romance,None,2015,91,TV-MA,Japanese,USA,5.3,11115414,64610932.91,0,0,TRUE,2025-04-22,FALSE
531,Big Family,Movie,Western,Biography,2000,106,PG,English,Japan,10.0,11115414,136292673,0,0,FALSE,2025-04-01,FALSE
532,Quest Adventure,TV Series,Adventure,Thriller,1998,36,TV-14,English,USA,6.3,11115414,64610932.91,13,15,FALSE,2025-04-11,FALSE
533,New Family,Stand-up Comedy,Thriller,None,2007,61,TV-14,English,USA,6.0,11115414,64610932.91,0,0,FALSE,2025-01-11,TRUE
534,Dark Ice,TV Series,War,Sport,1991,14,PG-13,English,USA,7.9,11115414,64610932.91,8,36,FALSE,2022-08-26,TRUE
535,Mystery Adventure,TV Series,Romance,Thriller,1993,71,R,Hindi,Canada,4.8,11115414,64610932.91,12,126,TRUE,2021-11-21,TRUE
536,Adventure Ice,TV Series,Western,None,1992,36,TV-14,Japanese,USA,6.3,11115414,64610932.91,1,76,FALSE,2023-08-28,FALSE
537,Kingdom War,Movie,Horror,None,1998,67,PG-13,Italian,UK,5.6,3291844,9314738,0,0,TRUE,2022-08-16,TRUE
537,Old Night,Movie,Horror,None,1998,67,PG-13,Italian,UK,5.6,3291844,9314738,0,0,TRUE,2022-08-16,TRUE
538,Story Hero,Movie,Thriller,None,2002,80,NC-17,Spanish,France,4.9,13375163,64610932.91,0,0,FALSE,2022-10-21,TRUE
539,Princess Adventure,Movie,Family,None,2021,106,TV-Y,English,USA,6.2,11115414,5088419,0,0,TRUE,2021-03-18,FALSE
540,Dragon Journey,Documentary,Music,Mystery,2004,86,TV-MA,Italian,USA,7.7,11115414,64610932.91,0,0,TRUE,2020-09-03,FALSE
541,Warrior War,Documentary,Adventure,None,2024,76,TV-G,Japanese,USA,4.8,11115414,64610932.91,0,0,FALSE,2021-02-28,FALSE
542,Our Night,Documentary,Horror,None,2004,82,TV-Y,English,USA,4.9,11115414,64610932.91,0,0,TRUE,2022-09-29,FALSE
543,Mystery City,TV Series,War,Fantasy,2003,24,G,English,Germany,4.8,11115414,64610932.91,3,170,FALSE,2024-08-24,FALSE
544,Empire Family,Movie,Comedy,Music,1990,70,TV-PG,English,Germany,5.9,1855152,64610932.91,0,0,FALSE,2022-10-26,FALSE
545,A Dream,Documentary,Western,None,1998,90,G,Spanish,USA,8.6,11115414,64610932.91,0,0,TRUE,2022-02-22,FALSE
546,Love Secret,Movie,Adventure,Sport,2011,100,G,Korean,Canada,5.2,27001846,1247942,0,0,FALSE,2024-04-18,FALSE
547,Family Story,TV Series,History,None,2011,55,PG,Italian,South Korea,4.6,11115414,64610932.91,8,41,TRUE,2025-07-30,FALSE
548,War Legend,Documentary,Comedy,Adventure,1990,92,R,English,Germany,6.3,11115414,64610932.91,0,0,FALSE,2024-04-13,FALSE
549,Phoenix Legend,Movie,Crime,Western,1995,130,TV-PG,English,USA,6.3,116133750,64610932.91,0,0,FALSE,2021-10-04,TRUE
550,Empire Story,Movie,War,None,2001,59,PG-13,Spanish,USA,6.2,1930583,64610932.91,0,0,FALSE,2023-11-03,FALSE
551,Our Battle,Movie,Mystery,Romance,2012,109,R,English,USA,6.3,1558696,4818745,0,0,FALSE,2023-09-08,FALSE
552,Last Journey,Documentary,Romance,None,2017,88,TV-14,English,UK,6.3,11115414,64610932.91,0,0,TRUE,2025-01-17,TRUE
553,Fire Princess,Documentary,Music,None,2010,93,NC-17,English,Germany,6.0,11115414,64610932.91,0,0,TRUE,2024-06-22,FALSE
554,Queen Empire,Documentary,History,None,2009,84,NC-17,German,Canada,7.8,11115414,64610932.91,0,0,FALSE,2021-11-28,FALSE
555,Hero City,TV Series,Comedy,Sci-Fi,2011,22,R,English,Germany,3.0,11115414,64610932.91,7,141,FALSE,2025-04-06,TRUE
556,War Phoenix,Documentary,Animation,None,2001,108,TV-Y,English,USA,6.8,11115414,64610932.91,0,0,FALSE,2023-09-10,FALSE
557,King Adventure,Movie,Sport,None,2020,147,TV-G,English,USA,7.8,13882650,1054653607,0,0,FALSE,2022-03-09,FALSE
557,Storm Family,Movie,Sport,None,2020,147,TV-G,English,USA,7.8,13882650,1054653607,0,0,FALSE,2022-03-09,FALSE
558,Storm Dream,TV Series,Music,None,2011,28,NC-17,Spanish,USA,5.6,11115414,64610932.91,2,185,FALSE,2020-08-13,FALSE
559,Little Queen,Documentary,Romance,None,2001,73,TV-Y7,English,South Korea,6.3,11115414,64610932.91,0,0,TRUE,2021-07-05,FALSE
560,Last Mission,Stand-up Comedy,Adventure,None,1997,51,TV-Y,English,Germany,6.3,11115414,64610932.91,0,0,FALSE,2025-04-19,FALSE
561,Empire King,TV Series,Western,Crime,1990,54,R,English,UK,3.8,11115414,64610932.91,5,38,FALSE,2023-03-05,FALSE
562,Last War,Movie,Action,None,2006,137,G,English,Germany,6.3,8709831,1267443,0,0,FALSE,2024-06-18,FALSE
563,City Family,Movie,Sport,None,1995,121,R,English,USA,7.0,14078805,64610932.91,0,0,FALSE,2024-10-08,FALSE
564,Old House,TV Series,Documentary,None,2006,6,NC-17,English,USA,6.3,11115414,64610932.91,7,177,FALSE,2024-04-18,FALSE
565,Little Warrior,Stand-up Comedy,Music,None,2005,54,G,English,USA,6.9,11115414,64610932.91,0,0,FALSE,2021-07-18,FALSE
566,Legend Queen,Movie,History,Mystery,2022,110,TV-Y,Hindi,USA,7.2,11115414,124803650,0,0,FALSE,2024-10-11,FALSE
567,Dark City,TV Series,Fantasy,None,1993,50,PG,English,USA,5.6,11115414,64610932.91,13,167,TRUE,2025-01-15,TRUE
568,Queen Day,Movie,Sci-Fi,None,1956,125,TV-Y7,English,Canada,6.2,1464928,7568167,0,0,FALSE,2025-03-22,FALSE
